url,error,timestamp
https://dataverse.ada.edu.au,No data returned,2026-09-04 22:07:01.928689
https://dataverse.adp.fdv.uni-lj.si,No data returned,2026-09-04 22:07:01.928689
https://dmportal.biodata.pt,No data returned,2026-09-04 22:07:01.928689
https://dataverse.bhp.org.bw,No data returned,2026-09-04 22:07:01.928689
https://data.cifor.org,No data returned,2026-09-04 22:07:01.928689
https://data.cimmyt.org,No data returned,2026-09-04 22:07:01.928689
https://dataverse.cirad.fr,No data returned,2026-09-04 22:07:01.928689
https://dataverse.csuc.cat,No data returned,2026-09-04 22:07:01.928689
https://datasets.coronawhy.org,No data returned,2026-09-04 22:07:01.928689
https://datarepositorium.sdum.uminho.pt,No data returned,2026-09-04 22:07:01.928689
https://domusdados.unifesp.br,No data returned,2026-09-04 22:07:01.928689
https://dunas.ua.pt,No data returned,2026-09-04 22:07:01.928689
https://dvn.fudan.edu.cn,No data returned,2026-09-04 22:07:01.928689
https://heidata.uni-heidelberg.de,No data returned,2026-09-04 22:07:01.928689
https://dataverse.icrisat.org,No data returned,2026-09-04 22:07:01.928689
https://dataverse.mpi-sws.org,No data returned,2026-09-04 22:07:01.928689
https://dataverse.ifdc.org,No data returned,2026-09-04 22:07:01.928689
https://datasets.iisg.amsterdam,No data returned,2026-09-04 22:07:01.928689
https://archive.data.jhu.edu,No data returned,2026-09-04 22:07:01.928689
https://data.fz-juelich.de,No data returned,2026-09-04 22:07:01.928689
https://keen.zih.tu-dresden.de,No data returned,2026-09-04 22:07:01.928689
https://dataverse.acg.maine.edu/dvn,No data returned,2026-09-04 22:07:01.928689
https://dataverse.nioz.nl,No data returned,2026-09-04 22:07:01.928689
https://entrepot.recherche.data.gouv.fr,No data returned,2026-09-04 22:07:01.928689
https://redape.dados.embrapa.br,No data returned,2026-09-04 22:07:01.928689
https://datosdeinvestigacion.udea.edu.co,No data returned,2026-09-04 22:07:01.928689
https://research-data.urosario.edu.co,No data returned,2026-09-04 22:07:01.928689
https://dataverse.ufabc.edu.br,No data returned,2026-09-04 22:07:01.928689
https://dataverse.ileel.ufu.br,No data returned,2026-09-04 22:07:01.928689
https://repositorio.polen.fccn.pt,No data returned,2026-09-04 22:07:01.928689
https://dadosabertos.rnp.br,No data returned,2026-09-04 22:07:01.928689
https://soildata.mapbiomas.org/,No data returned,2026-09-04 22:07:01.928689
https://agh.rodbuk.pl,No data returned,2026-09-04 22:07:01.928689
https://uj.rodbuk.pl,No data returned,2026-09-04 22:07:01.928689
https://data.scielo.org,No data returned,2026-09-04 22:07:01.928689
https://dataverse.tdl.org,No data returned,2026-09-04 22:07:01.928689
https://dataverse.unc.edu,No data returned,2026-09-04 22:07:01.928689
https://data.worldagroforestry.org,No data returned,2026-09-04 22:07:01.928689
